Format Version,1.25,Take Name,Take 2025-07-16 03.07.31 PM,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2025-07-16 03.07.32.261 PM,Capture Start Frame,337505,Total Frames in Take,75470,Total Exported Frames,75470,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Huge Tri1,Huge Tri1,Huge Tri1,Huge Tri1,Huge Tri1,Huge Tri1,Huge Tri1,Huge Tri1:Marker 001,Huge Tri1:Marker 001,Huge Tri1:Marker 001,Huge Tri1:Marker 002,Huge Tri1:Marker 002,Huge Tri1:Marker 002,Huge Tri1:Marker 003,Huge Tri1:Marker 003,Huge Tri1:Marker 003,C1,C1,C1,C1,C1,C1,C1,C1:Marker 001,C1:Marker 001,C1:Marker 001,C1:Marker 002,C1:Marker 002,C1:Marker 002,C1:Marker 003,C1:Marker 003,C1:Marker 003,C2,C2,C2,C2,C2,C2,C2,C2:Marker 001,C2:Marker 001,C2:Marker 001,C2:Marker 002,C2:Marker 002,C2:Marker 002,C2:Marker 003,C2:Marker 003,C2:Marker 003,C2:Marker 004,C2:Marker 004,C2:Marker 004,C3,C3,C3,C3,C3,C3,C3,C3:Marker 001,C3:Marker 001,C3:Marker 001,C3:Marker 002,C3:Marker 002,C3:Marker 002,C3:Marker 003,C3:Marker 003,C3:Marker 003,H1,H1,H1,H1,H1,H1,H1,H1:Marker 001,H1:Marker 001,H1:Marker 001,H1:Marker 002,H1:Marker 002,H1:Marker 002,H1:Marker 003,H1:Marker 003,H1:Marker 003,H1:Marker 004,H1:Marker 004,H1:Marker 004,H1:Marker 005,H1:Marker 005,H1:Marker 005,H1:Marker 006,H1:Marker 006,H1:Marker 006,H1:Marker 001,H1:Marker 001,H1:Marker 001,H1:Marker 002,H1:Marker 002,H1:Marker 002,H1:Marker 003,H1:Marker 003,H1:Marker 003,H1:Marker 004,H1:Marker 004,H1:Marker 004,H1:Marker 005,H1:Marker 005,H1:Marker 005,H1:Marker 006,H1:Marker 006,H1:Marker 006,Unlabeled 1098,Unlabeled 1098,Unlabeled 1098,Unlabeled 1102,Unlabeled 1102,Unlabeled 1102,Unlabeled 1103,Unlabeled 1103,Unlabeled 1103,Unlabeled 1108,Unlabeled 1108,Unlabeled 1108,Unlabeled 1109,Unlabeled 1109,Unlabeled 1109,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114,Unlabeled 1132,Unlabeled 1132,Unlabeled 1132,Unlabeled 1135,Unlabeled 1135,Unlabeled 1135,Unlabeled 1136,Unlabeled 1136,Unlabeled 1136,Unlabeled 1137,Unlabeled 1137,Unlabeled 1137,Unlabeled 1139,Unlabeled 1139,Unlabeled 1139,Unlabeled 1140,Unlabeled 1140,Unlabeled 1140,Unlabeled 1141,Unlabeled 1141,Unlabeled 1141,Unlabeled 1142,Unlabeled 1142,Unlabeled 1142,Unlabeled 1147,Unlabeled 1147,Unlabeled 1147,Unlabeled 1149,Unlabeled 1149,Unlabeled 1149,Unlabeled 1150,Unlabeled 1150,Unlabeled 1150,Unlabeled 1151,Unlabeled 1151,Unlabeled 1151,Unlabeled 1152,Unlabeled 1152,Unlabeled 1152,Unlabeled 1155,Unlabeled 1155,Unlabeled 1155,Unlabeled 1157,Unlabeled 1157,Unlabeled 1157,Unlabeled 1171,Unlabeled 1171,Unlabeled 1171,Unlabeled 1175,Unlabeled 1175,Unlabeled 1175,Unlabeled 1176,Unlabeled 1176,Unlabeled 1176,Unlabeled 1178,Unlabeled 1178,Unlabeled 1178,Unlabeled 1179,Unlabeled 1179,Unlabeled 1179,Unlabeled 1180,Unlabeled 1180,Unlabeled 1180,Unlabeled 1181,Unlabeled 1181,Unlabeled 1181,Unlabeled 1182,Unlabeled 1182,Unlabeled 1182,Unlabeled 1183,Unlabeled 1183,Unlabeled 1183,Unlabeled 1184,Unlabeled 1184,Unlabeled 1184,Unlabeled 1186,Unlabeled 1186,Unlabeled 1186,Unlabeled 1187,Unlabeled 1187,Unlabeled 1187,Unlabeled 1188,Unlabeled 1188,Unlabeled 1188,Unlabeled 1190,Unlabeled 1190,Unlabeled 1190,Unlabeled 1201,Unlabeled 1201,Unlabeled 1201,Unlabeled 1204,Unlabeled 1204,Unlabeled 1204,Unlabeled 1205,Unlabeled 1205,Unlabeled 1205,Unlabeled 1208,Unlabeled 1208,Unlabeled 1208,Unlabeled 1210,Unlabeled 1210,Unlabeled 1210,Unlabeled 1212,Unlabeled 1212,Unlabeled 1212,Unlabeled 1216,Unlabeled 1216,Unlabeled 1216,Unlabeled 1218,Unlabeled 1218,Unlabeled 1218,Unlabeled 1221,Unlabeled 1221,Unlabeled 1221,Unlabeled 1222,Unlabeled 1222,Unlabeled 1222,Unlabeled 1223,Unlabeled 1223,Unlabeled 1223,Unlabeled 1224,Unlabeled 1224,Unlabeled 1224,Unlabeled 1225,Unlabeled 1225,Unlabeled 1225,Unlabeled 1227,Unlabeled 1227,Unlabeled 1227,Unlabeled 1228,Unlabeled 1228,Unlabeled 1228,Unlabeled 1229,Unlabeled 1229,Unlabeled 1229,Unlabeled 1230,Unlabeled 1230,Unlabeled 1230,Unlabeled 1231,Unlabeled 1231,Unlabeled 1231,Unlabeled 1232,Unlabeled 1232,Unlabeled 1232,Unlabeled 1234,Unlabeled 1234,Unlabeled 1234,Unlabeled 1235,Unlabeled 1235,Unlabeled 1235,Unlabeled 1236,Unlabeled 1236,Unlabeled 1236,Unlabeled 1237,Unlabeled 1237,Unlabeled 1237,Unlabeled 1238,Unlabeled 1238,Unlabeled 1238,Unlabeled 1243,Unlabeled 1243,Unlabeled 1243,Unlabeled 1247,Unlabeled 1247,Unlabeled 1247,Unlabeled 1249,Unlabeled 1249,Unlabeled 1249,Unlabeled 1251,Unlabeled 1251,Unlabeled 1251,Unlabeled 1252,Unlabeled 1252,Unlabeled 1252,Unlabeled 1253,Unlabeled 1253,Unlabeled 1253,Unlabeled 1254,Unlabeled 1254,Unlabeled 1254,Unlabeled 1255,Unlabeled 1255,Unlabeled 1255,Unlabeled 1256,Unlabeled 1256,Unlabeled 1256,Unlabeled 1257,Unlabeled 1257,Unlabeled 1257,Unlabeled 1259,Unlabeled 1259,Unlabeled 1259,Unlabeled 1313,Unlabeled 1313,Unlabeled 1313,Unlabeled 1316,Unlabeled 1316,Unlabeled 1316,Unlabeled 1319,Unlabeled 1319,Unlabeled 1319,Unlabeled 1321,Unlabeled 1321,Unlabeled 1321,Unlabeled 1323,Unlabeled 1323,Unlabeled 1323,Unlabeled 1327,Unlabeled 1327,Unlabeled 1327,Unlabeled 1339,Unlabeled 1339,Unlabeled 1339,Unlabeled 1340,Unlabeled 1340,Unlabeled 1340,Unlabeled 1341,Unlabeled 1341,Unlabeled 1341,Unlabeled 1342,Unlabeled 1342,Unlabeled 1342,Unlabeled 1343,Unlabeled 1343,Unlabeled 1343,Unlabeled 1344,Unlabeled 1344,Unlabeled 1344,Unlabeled 1347,Unlabeled 1347,Unlabeled 1347,Unlabeled 1369,Unlabeled 1369,Unlabeled 1369,Unlabeled 1370,Unlabeled 1370,Unlabeled 1370,Unlabeled 1371,Unlabeled 1371,Unlabeled 1371,Unlabeled 1386,Unlabeled 1386,Unlabeled 1386,Unlabeled 1387,Unlabeled 1387,Unlabeled 1387,Unlabeled 1388,Unlabeled 1388,Unlabeled 1388,Unlabeled 1390,Unlabeled 1390,Unlabeled 1390,Unlabeled 1391,Unlabeled 1391,Unlabeled 1391,Unlabeled 1392,Unlabeled 1392,Unlabeled 1392,Unlabeled 1395,Unlabeled 1395,Unlabeled 1395,Unlabeled 1396,Unlabeled 1396,Unlabeled 1396,Unlabeled 1398,Unlabeled 1398,Unlabeled 1398,Unlabeled 1399,Unlabeled 1399,Unlabeled 1399,Unlabeled 1402,Unlabeled 1402,Unlabeled 1402,Unlabeled 1404,Unlabeled 1404,Unlabeled 1404,Unlabeled 1406,Unlabeled 1406,Unlabeled 1406,Unlabeled 1420,Unlabeled 1420,Unlabeled 1420,Unlabeled 1421,Unlabeled 1421,Unlabeled 1421,Unlabeled 1423,Unlabeled 1423,Unlabeled 1423,Unlabeled 1424,Unlabeled 1424,Unlabeled 1424,Unlabeled 1425,Unlabeled 1425,Unlabeled 1425,Unlabeled 1426,Unlabeled 1426,Unlabeled 1426,Unlabeled 1427,Unlabeled 1427,Unlabeled 1427,Unlabeled 1428,Unlabeled 1428,Unlabeled 1428,Unlabeled 1431,Unlabeled 1431,Unlabeled 1431,Unlabeled 1432,Unlabeled 1432,Unlabeled 1432,Unlabeled 1433,Unlabeled 1433,Unlabeled 1433,Unlabeled 1434,Unlabeled 1434,Unlabeled 1434,Unlabeled 1435,Unlabeled 1435,Unlabeled 1435,Unlabeled 1437,Unlabeled 1437,Unlabeled 1437,Unlabeled 1438,Unlabeled 1438,Unlabeled 1438,Unlabeled 1439,Unlabeled 1439,Unlabeled 1439,Unlabeled 1440,Unlabeled 1440,Unlabeled 1440,Unlabeled 1448,Unlabeled 1448,Unlabeled 1448,Unlabeled 1449,Unlabeled 1449,Unlabeled 1449,Unlabeled 1451,Unlabeled 1451,Unlabeled 1451,Unlabeled 1453,Unlabeled 1453,Unlabeled 1453,Unlabeled 1458,Unlabeled 1458,Unlabeled 1458,Unlabeled 1468,Unlabeled 1468,Unlabeled 1468,Unlabeled 1488,Unlabeled 1488,Unlabeled 1488,Unlabeled 1496,Unlabeled 1496,Unlabeled 1496,Unlabeled 1497,Unlabeled 1497,Unlabeled 1497,Unlabeled 1502,Unlabeled 1502,Unlabeled 1502,Unlabeled 1503,Unlabeled 1503,Unlabeled 1503,Unlabeled 1504,Unlabeled 1504,Unlabeled 1504,Unlabeled 1506,Unlabeled 1506,Unlabeled 1506,Unlabeled 1509,Unlabeled 1509,Unlabeled 1509,Unlabeled 1510,Unlabeled 1510,Unlabeled 1510,Unlabeled 1512,Unlabeled 1512,Unlabeled 1512,Unlabeled 1513,Unlabeled 1513,Unlabeled 1513,Unlabeled 1514,Unlabeled 1514,Unlabeled 1514,Unlabeled 1515,Unlabeled 1515,Unlabeled 1515,Unlabeled 1517,Unlabeled 1517,Unlabeled 1517,Unlabeled 1518,Unlabeled 1518,Unlabeled 1518,Unlabeled 1519,Unlabeled 1519,Unlabeled 1519,Unlabeled 1521,Unlabeled 1521,Unlabeled 1521,Unlabeled 1525,Unlabeled 1525,Unlabeled 1525,Unlabeled 1530,Unlabeled 1530,Unlabeled 1530,Unlabeled 1531,Unlabeled 1531,Unlabeled 1531,Unlabeled 1532,Unlabeled 1532,Unlabeled 1532,Unlabeled 1533,Unlabeled 1533,Unlabeled 1533,Unlabeled 1534,Unlabeled 1534,Unlabeled 1534,Unlabeled 1535,Unlabeled 1535,Unlabeled 1535,Unlabeled 1536,Unlabeled 1536,Unlabeled 1536,Unlabeled 1574,Unlabeled 1574,Unlabeled 1574,Unlabeled 1576,Unlabeled 1576,Unlabeled 1576,Unlabeled 1578,Unlabeled 1578,Unlabeled 1578,Unlabeled 1580,Unlabeled 1580,Unlabeled 1580,Unlabeled 1581,Unlabeled 1581,Unlabeled 1581,Unlabeled 1582,Unlabeled 1582,Unlabeled 1582,Unlabeled 1583,Unlabeled 1583,Unlabeled 1583,Unlabeled 1584,Unlabeled 1584,Unlabeled 1584,Unlabeled 1585,Unlabeled 1585,Unlabeled 1585,Unlabeled 1586,Unlabeled 1586,Unlabeled 1586,Unlabeled 1588,Unlabeled 1588,Unlabeled 1588,Unlabeled 1592,Unlabeled 1592,Unlabeled 1592,Unlabeled 1593,Unlabeled 1593,Unlabeled 1593,Unlabeled 1594,Unlabeled 1594,Unlabeled 1594,Unlabeled 1595,Unlabeled 1595,Unlabeled 1595,Unlabeled 1596,Unlabeled 1596,Unlabeled 1596,Unlabeled 1598,Unlabeled 1598,Unlabeled 1598,Unlabeled 1599,Unlabeled 1599,Unlabeled 1599,Unlabeled 1600,Unlabeled 1600,Unlabeled 1600,Unlabeled 1601,Unlabeled 1601,Unlabeled 1601,Unlabeled 1602,Unlabeled 1602,Unlabeled 1602,Unlabeled 1605,Unlabeled 1605,Unlabeled 1605,Unlabeled 1627,Unlabeled 1627,Unlabeled 1627,Unlabeled 1629,Unlabeled 1629,Unlabeled 1629,Unlabeled 1630,Unlabeled 1630,Unlabeled 1630,Unlabeled 1633,Unlabeled 1633,Unlabeled 1633,Unlabeled 1637,Unlabeled 1637,Unlabeled 1637,Unlabeled 1638,Unlabeled 1638,Unlabeled 1638,Unlabeled 1642,Unlabeled 1642,Unlabeled 1642,Unlabeled 1664,Unlabeled 1664,Unlabeled 1664,Unlabeled 1666,Unlabeled 1666,Unlabeled 1666,Unlabeled 1667,Unlabeled 1667,Unlabeled 1667,Unlabeled 1669,Unlabeled 1669,Unlabeled 1669,Unlabeled 1670,Unlabeled 1670,Unlabeled 1670,Unlabeled 1671,Unlabeled 1671,Unlabeled 1671,Unlabeled 1675,Unlabeled 1675,Unlabeled 1675,Unlabeled 1676,Unlabeled 1676,Unlabeled 1676
